candidate_id,name,skills,years_experience,education,certifications
10312,Alice 312,"C#,Git,Machine Learning,Node.js,Data Analysis",10.0,Bachelor's,0
10313,Ivy 313,"C++,Kubernetes,PowerBI,SQL,Java",8.0,Master's,1
10314,Grace 314,"Azure,Git,GCP,Tableau",8.0,Master's,1
10315,Charlie 315,"PowerBI,Data Analysis,AWS,Kubernetes,SQL",9.0,Bachelor's,0
10316,Charlie 316,"Data Analysis,Python,Kubernetes,Docker,AWS",4.0,PhD,2
10317,Charlie 317,"Docker,Python,Kubernetes,Git",9.0,Bachelor's,1
10318,Diana 318,Tableau,9.0,Master's,1
10319,Grace 319,"Docker,AWS,Machine Learning,Python,Tableau,Azure",6.0,Master's,1
10320,Diana 320,"GCP,Tableau,C#",7.0,Bachelor's,0
10321,Jack 321,"C++,Kubernetes,Git,C#,GCP,Tableau,Node.js,PowerBI",0.0,Bachelor's,0
10322,Diana 322,"Java,Kubernetes,Node.js,Tableau,C++,Python,Machine Learning",6.0,Master's,2
10323,Hank 323,"Java,Data Analysis,React,Azure",1.0,Bachelor's,1
10324,Grace 324,"Python,Docker,React,Git,C#,Machine Learning",1.0,Master's,1
10325,Bob 325,"GCP,C#,Java",6.0,None,1
10326,Grace 326,"Docker,C++,Git,Azure,Tableau,SQL,C#",2.0,Bachelor's,2
10327,Eve 327,"GCP,Git,C++,SQL,Java,Azure,Machine Learning,Python",,Bachelor's,3
10328,Ivy 328,"Tableau,React,Machine Learning",7.0,Bachelor's,0
10329,Diana 329,"AWS,Java,SQL,GCP,Python,C++,Docker",0.0,Master's,2
10330,Frank 330,"Docker,PowerBI",9.0,Master's,1
10331,Hank 331,"Java,SQL,Kubernetes,Data Analysis,Docker,GCP,AWS,PowerBI",8.0,Bachelor's,0
10332,Eve 332,"PowerBI,AWS,C#,Machine Learning,Git",9.0,Master's,0
10333,Hank 333,"Git,Azure,PowerBI,Tableau,Docker,Data Analysis,Node.js,GCP",5.0,Master's,3
10334,Ivy 334,,0.0,Master's,1
10335,Jack 335,,3.0,Bachelor's,0
10336,Eve 336,"C++,Python,Java,PowerBI,Docker",9.0,Bachelor's,1
10337,Diana 337,"Tableau,PowerBI,Kubernetes,Python,C++",2.0,Master's,2
10338,Hank 338,"Java,Git,Tableau,C#,C++,Docker",0.0,Master's,2
10339,Bob 339,"Python,C++,AWS,Tableau",2.0,Bachelor's,0
10340,Eve 340,"Java,Node.js,AWS,PowerBI,React,Machine Learning,Docker,Kubernetes",4.0,Bachelor's,0
10341,Frank 341,"SQL,GCP,Node.js",7.0,Bachelor's,2
10342,Hank 342,"Git,C++,SQL,Kubernetes,Java,Node.js,Tableau,GCP",0.0,Master's,0
10343,Alice 343,"SQL,C++,React,Python,Java",10.0,Bachelor's,2
10344,Diana 344,"Git,Node.js,Tableau,Docker,Kubernetes",1.0,Bachelor's,0
10345,Alice 345,"Machine Learning,AWS,Node.js,Docker,GCP,Azure,Data Analysis",4.0,Bachelor's,2
10346,Jack 346,"Java,Data Analysis,Python,React,C++",6.0,Bachelor's,1
10347,Jack 347,"GCP,C#,Data Analysis,Docker,Machine Learning,Tableau,C++",1.0,Master's,3
10348,Jack 348,"GCP,Machine Learning,React,Data Analysis",7.0,PhD,1
10349,Jack 349,"Kubernetes,Docker,C#,C++,Tableau",5.0,Bachelor's,3
10350,Bob 350,"Docker,Git,Kubernetes,PowerBI,Tableau",8.0,Master's,0
10351,Frank 351,"Git,GCP,AWS,PowerBI,Tableau,Machine Learning,Azure",2.0,Bachelor's,2
10352,Diana 352,"Azure,C++,Node.js,C#,Machine Learning,SQL,Tableau,Java",9.0,Bachelor's,3
10353,Frank 353,"GCP,Docker,Data Analysis,AWS,Java,Git,Kubernetes",9.0,Bachelor's,3
10354,Alice 354,"Data Analysis,Python,Kubernetes",2.0,Bachelor's,3
10355,Diana 355,"C++,Git,Tableau,Kubernetes",4.0,PhD,2
10356,Bob 356,"Data Analysis,Git",8.0,Bachelor's,2
10357,Bob 357,"React,Azure,C#,Git,AWS",6.0,Bachelor's,1
10358,Charlie 358,"Kubernetes,C#,Azure,AWS,SQL,Data Analysis",10.0,Bachelor's,0
10359,Charlie 359,"Azure,Data Analysis,Java,SQL,C++,AWS,React,Git",9.0,Bachelor's,3
10360,Grace 360,"Azure,Python,Git,React,C#",8.0,PhD,2
10361,Alice 361,"C#,Machine Learning,Git",1.0,Master's,2
10362,Hank 362,"SQL,React,Tableau,C++,C#,Azure,Kubernetes",10.0,Bachelor's,0
10363,Frank 363,"Tableau,GCP,Node.js,React,Git,C#,Docker",4.0,Bachelor's,2
10364,Jack 364,"Tableau,Docker,Git,Python,C++",9.0,Bachelor's,1
10365,Ivy 365,"Node.js,PowerBI,SQL",4.0,Bachelor's,0
10366,Jack 366,"Data Analysis,GCP,Docker,Kubernetes",3.0,Master's,0
10367,Frank 367,"Data Analysis,Tableau,Kubernetes",6.0,Bachelor's,1
10368,Diana 368,"C#,Java,C++,Data Analysis,Kubernetes,Tableau,Python",6.0,Bachelor's,1
10369,Grace 369,"Tableau,Node.js,SQL,PowerBI,AWS,Python,Data Analysis,React",5.0,Master's,0
10370,Bob 370,"Azure,Node.js,Docker,Data Analysis,PowerBI,Java,Kubernetes",6.0,Master's,1
10371,Jack 371,"Docker,C++,Node.js,Python",,Bachelor's,0
10372,Hank 372,"Git,Node.js,Machine Learning,Python,Azure",0.0,Master's,1
10373,Jack 373,"Machine Learning,SQL,Azure,Git,Tableau,AWS,C++,GCP",2.0,Master's,2
10374,Eve 374,"SQL,GCP,Tableau,Data Analysis,Kubernetes,AWS",10.0,Bachelor's,1
10375,Bob 375,"Kubernetes,PowerBI,Docker,Python,Data Analysis",4.0,Bachelor's,1
10376,Jack 376,"Tableau,Machine Learning,SQL,Node.js,Kubernetes,AWS",10.0,Bachelor's,2
10377,Bob 377,"Node.js,GCP,Python",2.0,Bachelor's,0
10378,Grace 378,"C++,Kubernetes,Git,Python,Node.js",7.0,Bachelor's,0
10379,Ivy 379,"Machine Learning,C#",4.0,Master's,0
10380,Frank 380,"C++,SQL,Azure,React,Kubernetes,Data Analysis,PowerBI",8.0,Bachelor's,1
10381,Eve 381,"Machine Learning,C#,React,Java,C++,GCP,PowerBI,SQL",0.0,Bachelor's,3
10382,Grace 382,"Git,Tableau,Node.js",7.0,Bachelor's,2
10383,Alice 383,"Java,Kubernetes,PowerBI,Machine Learning,Tableau",8.0,Master's,1
10384,Jack 384,,9.0,Master's,1
10385,Alice 385,"Git,Machine Learning,React,PowerBI",9.0,Master's,0
10386,Hank 386,"React,SQL,Kubernetes,Machine Learning,AWS,Docker,C++",1.0,Bachelor's,1
10387,Frank 387,"Docker,C++,Java,GCP",6.0,Bachelor's,1
10388,Hank 388,"Java,Data Analysis,PowerBI,Kubernetes",9.0,Bachelor's,3
10389,Bob 389,Git,7.0,Bachelor's,2
10390,Ivy 390,"Docker,Java,Git,SQL,C#,React",1.0,Master's,2
10391,Grace 391,"AWS,Machine Learning,Node.js",9.0,Master's,1
10392,Hank 392,"Node.js,Java,Machine Learning,Tableau,Kubernetes,SQL,C++,React",2.0,Bachelor's,2
10393,Eve 393,"C++,GCP,Python,Java",8.0,Master's,3
10394,Ivy 394,"React,GCP,Git",6.0,Master's,2
10395,Diana 395,"Machine Learning,React,C#",3.0,Bachelor's,3
10396,Jack 396,"Azure,Data Analysis,Machine Learning,Git,React,SQL",2.0,Bachelor's,2
10397,Eve 397,"Java,PowerBI,Data Analysis,SQL",7.0,Bachelor's,2
10398,Diana 398,"Docker,React,Java,AWS,Node.js",3.0,Master's,2
10399,Alice 399,"React,PowerBI,Docker,AWS,Git,Machine Learning,Kubernetes,SQL",0.0,Bachelor's,3
